"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
Occupational health and safety specialists and technicians,19-5000,Summary,122.6,127.4,4.8,4.0,4.1,6.7,"$72,530",Ñ,Ñ,Ñ
Occupational health and safety specialists,19-5011,Line item,100.5,104.3,3.8,3.8,4.0,5.5,"$76,340",Bachelor's degree,None,None
Occupational health and safety technicians,19-5012,Line item,22.1,23.1,1.0,4.8,4.4,1.2,"$53,340",High school diploma or equivalent,None,Moderate-term on-the-job training
Community and social service occupations,21-0000,Summary,"2,797.7","3,146.3",348.6,12.5,2.2,309.9,"$47,520",Ñ,Ñ,Ñ
"Counselors, social workers, and other community and social service specialists",21-1000,Summary,"2,331.3","2,663.0",331.7,14.2,2.5,259.6,"$47,500",Ñ,Ñ,Ñ
Counselors,21-1010,Summary,868.4,"1,005.1",136.7,15.7,5.8,95.8,"$50,270",Ñ,Ñ,Ñ
"Educational, guidance, and career counselors and advisors",21-1012,Line item,333.5,360.4,26.8,8.0,2.9,33.1,"$58,120",Master's degree,None,None
Marriage and family therapists,21-1013,Line item,66.2,80.9,14.8,22.3,8.0,7.9,"$51,340",Master's degree,None,Internship/residency
Rehabilitation counselors,21-1015,Line item,120.2,132.5,12.3,10.3,7.2,12.3,"$37,530",Master's degree,None,None
"Substance abuse, behavioral disorder, and mental health counselors",21-1018,Line item,319.4,398.4,79.0,24.7,7.7,39.4,"$47,660",Bachelor's degree,None,None
"Counselors, all other",21-1019,Line item,29.1,32.9,3.8,13.0,5.6,3.1,"$45,760",Master's degree,None,None
Social workers,21-1020,Summary,713.2,803.8,90.7,12.7,1.1,73.7,"$51,760",Ñ,Ñ,Ñ
"Child, family, and school social workers",21-1021,Line item,342.5,382.6,40.1,11.7,0.9,34.9,"$48,430",Bachelor's degree,None,None
Healthcare social workers,21-1022,Line item,185.0,211.7,26.7,14.4,1.5,19.6,"$57,630",Master's degree,None,Internship/residency
Mental health and substance abuse social workers,21-1023,Line item,123.2,143.8,20.7,16.8,1.4,13.4,"$48,720",Master's degree,None,Internship/residency
"Social workers, all other",21-1029,Line item,62.5,65.6,3.2,5.1,0.5,5.8,"$64,210",Bachelor's degree,None,None
Miscellaneous community and social service specialists,21-1090,Summary,749.7,854.0,104.3,13.9,0.2,90.1,"$40,330",Ñ,Ñ,Ñ
Health education specialists,21-1091,Line item,62.2,69.3,7.1,11.4,0.4,6.9,"$56,500",Bachelor's degree,None,None
Probation officers and correctional treatment specialists,21-1092,Line item,91.8,95.3,3.4,3.7,Ñ,7.3,"$55,690",Bachelor's degree,None,Short-term on-the-job training
Social and human service assistants,21-1093,Line item,425.6,497.1,71.5,16.8,0.1,56.5,"$35,960",High school diploma or equivalent,None,Short-term on-the-job training
Community health workers,21-1094,Line item,64.9,74.8,9.9,15.2,0.4,7.6,"$42,000",High school diploma or equivalent,None,Short-term on-the-job training
"Community and social service specialists, all other",21-1099,Line item,105.2,117.6,12.4,11.7,0.3,11.8,"$46,770",Bachelor's degree,None,None
Religious workers,21-2000,Summary,466.5,483.4,16.9,3.6,0.5,50.3,"$48,430",Ñ,Ñ,Ñ
Clergy,21-2011,Line item,243.9,253.6,9.7,4.0,0.7,24.4,"$51,940",Bachelor's degree,None,Moderate-term on-the-job training
"Directors, religious activities and education",21-2021,Line item,157.5,162.7,5.2,3.3,0.4,17.7,"$45,110",Bachelor's degree,Less than 5 years,None
"Religious workers, all other",21-2099,Line item,65.0,67.1,2.1,3.2,Ñ,8.3,"$33,530",Bachelor's degree,None,None
Legal occupations,23-0000,Summary,"1,335.6","1,403.2",67.6,5.1,11.6,89.6,"$84,910",Ñ,Ñ,Ñ
"Lawyers, judges, and related workers",23-1000,Summary,883.9,918.4,34.5,3.9,16.1,43.3,"$124,360",Ñ,Ñ,Ñ
Lawyers and judicial law clerks,23-1010,Summary,831.3,864.2,32.9,4.0,17.0,40.8,"$125,040",Ñ,Ñ,Ñ
Lawyers,23-1011,Line item,813.9,846.3,32.3,4.0,17.3,39.9,"$126,930",Doctoral or professional degree,None,None
Judicial law clerks,23-1012,Line item,17.3,17.9,0.6,3.4,Ñ,0.8,"$57,510",Doctoral or professional degree,None,None
"Judges, magistrates, and other judicial workers",23-1020,Summary,52.6,54.2,1.6,3.1,1.7,2.5,"$115,150",Ñ,Ñ,Ñ
"Administrative law judges, adjudicators, and hearing officers",23-1021,Line item,15.4,15.4,0.0,0.3,Ñ,0.7,"$97,520",Doctoral or professional degree,5 years or more,Short-term on-the-job training
"Arbitrators, mediators, and conciliators",23-1022,Line item,7.3,7.9,0.6,7.7,11.9,0.4,"$66,130",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
"Judges, magistrate judges, and magistrates",23-1023,Line item,29.9,30.9,1.0,3.4,Ñ,1.4,"$141,080",Doctoral or professional degree,5 years or more,Short-term on-the-job training
Legal support workers,23-2000,Summary,451.7,484.8,33.1,7.3,2.9,46.3,"$52,960",Ñ,Ñ,Ñ
Paralegals and legal assistants,23-2011,Line item,337.8,373.1,35.3,10.5,0.8,37.6,"$52,920",Associate's degree,None,None
Miscellaneous legal support workers,23-2090,Summary,113.9,111.7,-2.2,-2.0,8.9,8.7,"$53,110",Ñ,Ñ,Ñ
"Title examiners, abstractors, and searchers",23-2093,Line item,63.6,61.9,-1.6,-2.6,11.7,4.8,"$48,820",High school diploma or equivalent,None,Moderate-term on-the-job training
"Legal support workers, all other",23-2099,Line item,50.4,49.8,-0.6,-1.2,5.3,3.9,"$59,540",Associate's degree,None,None
Educational instruction and library occupations,25-0000,Summary,"9,744.7","10,185.6",441.0,4.5,2.1,850.0,"$52,380",Ñ,Ñ,Ñ
Postsecondary teachers,25-1000,Summary,"1,721.5","1,849.7",128.2,7.4,0.2,145.3,"$76,990",Ñ,Ñ,Ñ
"Business teachers, postsecondary",25-1011,Line item,105.1,117.7,12.7,12.0,0.2,9.5,"$88,010",Doctoral or professional degree,None,None
"Math and computer science teachers, postsecondary",25-1020,Summary,98.6,100.4,1.8,1.8,0.1,7.6,"$78,090",Ñ,Ñ,Ñ
"Computer science teachers, postsecondary",25-1021,Line item,38.5,39.5,1.0,2.6,Ñ,3.0,"$85,540",Doctoral or professional degree,None,None
"Mathematical science teachers, postsecondary",25-1022,Line item,60.1,60.8,0.8,1.3,0.1,4.6,"$73,650",Doctoral or professional degree,None,None
"Engineering and architecture teachers, postsecondary",25-1030,Summary,53.1,57.4,4.3,8.1,0.1,4.5,"$101,990",Ñ,Ñ,Ñ
"Architecture teachers, postsecondary",25-1031,Line item,8.5,9.0,0.4,5.1,Ñ,0.7,"$90,880",Doctoral or professional degree,None,None
"Engineering teachers, postsecondary",25-1032,Line item,44.6,48.4,3.8,8.6,Ñ,3.8,"$103,600",Doctoral or professional degree,None,None
"Life sciences teachers, postsecondary",25-1040,Summary,78.3,84.6,6.3,8.1,0.1,6.7,"$86,390",Ñ,Ñ,Ñ
"Agricultural sciences teachers, postsecondary",25-1041,Line item,11.4,11.7,0.2,2.1,Ñ,0.9,"$90,340",Doctoral or professional degree,None,None
"Biological science teachers, postsecondary",25-1042,Line item,64.7,70.7,6.0,9.3,0.2,5.6,"$85,600",Doctoral or professional degree,None,None
"Forestry and conservation science teachers, postsecondary",25-1043,Line item,2.1,2.2,0.0,2.2,Ñ,0.2,"$87,400",Doctoral or professional degree,None,None
"Physical sciences teachers, postsecondary",25-1050,Summary,64.2,66.6,2.4,3.8,0.1,5.1,"$86,170",Ñ,Ñ,Ñ
"Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,Line item,13.1,13.4,0.2,1.9,Ñ,1.0,"$94,520",Doctoral or professional degree,None,None
"Chemistry teachers, postsecondary",25-1052,Line item,26.4,27.5,1.1,4.3,Ñ,2.1,"$80,400",Doctoral or professional degree,None,None
"Environmental science teachers, postsecondary",25-1053,Line item,7.6,7.8,0.3,3.7,Ñ,0.6,"$84,740",Doctoral or professional degree,None,None
"Physics teachers, postsecondary",25-1054,Line item,17.1,17.8,0.8,4.4,Ñ,1.4,"$90,400",Doctoral or professional degree,None,None
"Social sciences teachers, postsecondary",25-1060,Summary,145.0,152.7,7.7,5.3,0.2,11.8,"$80,990",Ñ,Ñ,Ñ
"Anthropology and archeology teachers, postsecondary",25-1061,Line item,7.2,7.5,0.3,4.4,Ñ,0.6,"$89,220",Doctoral or professional degree,None,None
"Area, ethnic, and cultural studies teachers, postsecondary",25-1062,Line item,13.4,14.0,0.7,4.9,Ñ,1.1,"$78,840",Doctoral or professional degree,None,None
"Economics teachers, postsecondary",25-1063,Line item,16.8,17.6,0.9,5.2,Ñ,1.4,"$107,260",Doctoral or professional degree,None,None
"Geography teachers, postsecondary",25-1064,Line item,4.8,5.0,0.1,2.9,Ñ,0.4,"$82,330",Doctoral or professional degree,None,None
"Political science teachers, postsecondary",25-1065,Line item,19.8,20.8,1.0,4.9,Ñ,1.6,"$85,760",Doctoral or professional degree,None,None
"Psychology teachers, postsecondary",25-1066,Line item,46.8,51.0,4.1,8.8,0.2,4.0,"$78,180",Doctoral or professional degree,None,None
"Sociology teachers, postsecondary",25-1067,Line item,17.0,17.6,0.6,3.8,Ñ,1.3,"$75,610",Doctoral or professional degree,None,None
"Social sciences teachers, postsecondary, all other",25-1069,Line item,19.3,19.2,-0.1,-0.3,Ñ,1.4,"$69,340",Doctoral or professional degree,None,None
"Health teachers, postsecondary",25-1070,Summary,326.9,391.8,64.9,19.9,0.2,33.2,"$90,890",Ñ,Ñ,Ñ
"Health specialties teachers, postsecondary",25-1071,Line item,254.0,306.1,52.1,20.5,0.2,26.0,"$99,090",Doctoral or professional degree,Less than 5 years,None
"Nursing instructors and teachers, postsecondary",25-1072,Line item,72.9,85.7,12.8,17.6,0.2,7.2,"$75,470",Doctoral or professional degree,Less than 5 years,None
"Education and library science teachers, postsecondary",25-1080,Summary,82.6,86.5,3.9,4.7,0.2,6.7,"$65,940",Ñ,Ñ,Ñ
"Education teachers, postsecondary",25-1081,Line item,77.3,81.0,3.7,4.8,0.2,6.2,"$65,440",Doctoral or professional degree,Less than 5 years,None
"Library science teachers, postsecondary",25-1082,Line item,5.4,5.5,0.2,3.0,Ñ,0.4,"$71,580",Doctoral or professional degree,None,None
"Law, criminal justice, and social work teachers, postsecondary",25-1110,Summary,55.4,59.0,3.6,6.4,0.2,4.6,"$76,160",Ñ,Ñ,Ñ
"Criminal justice and law enforcement teachers, postsecondary",25-1111,Line item,16.8,17.9,1.1,6.7,Ñ,1.4,"$63,560",Doctoral or professional degree,None,None
"Law teachers, postsecondary",25-1112,Line item,21.3,22.8,1.5,6.9,0.3,1.8,"$116,430",Doctoral or professional degree,Less than 5 years,None
"Social work teachers, postsecondary",25-1113,Line item,17.3,18.3,1.0,5.7,Ñ,1.4,"$71,570",Doctoral or professional degree,None,None
"Arts, communications, history, and humanities teachers, postsecondary",25-1120,Summary,320.6,334.7,14.0,4.4,0.2,25.7,"$71,030",Ñ,Ñ,Ñ
"Art, drama, and music teachers, postsecondary",25-1121,Line item,116.3,122.8,6.5,5.6,0.2,9.5,"$69,690",Master's degree,None,None
"Communications teachers, postsecondary",25-1122,Line item,35.6,36.7,1.1,3.2,Ñ,2.8,"$71,030",Doctoral or professional degree,None,None
"English language and literature teachers, postsecondary",25-1123,Line item,81.3,82.9,1.7,2.1,0.1,6.3,"$69,000",Doctoral or professional degree,None,None
"Foreign language and literature teachers, postsecondary",25-1124,Line item,30.6,32.3,1.7,5.7,0.2,2.5,"$69,920",Doctoral or professional degree,None,None
"History teachers, postsecondary",25-1125,Line item,26.0,27.0,0.9,3.6,Ñ,2.1,"$76,890",Doctoral or professional degree,None,None
"Philosophy and religion teachers, postsecondary",25-1126,Line item,30.9,32.9,2.1,6.7,0.3,2.6,"$76,160",Doctoral or professional degree,None,None
Miscellaneous postsecondary teachers,25-1190,Summary,391.6,398.3,6.7,1.7,0.1,30.0,"$63,620",Ñ,Ñ,Ñ
"Family and consumer sciences teachers, postsecondary",25-1192,Line item,2.5,2.6,0.0,1.3,Ñ,0.2,"$72,220",Master's degree,None,None
"Recreation and fitness studies teachers, postsecondary",25-1193,Line item,19.1,19.6,0.5,2.6,Ñ,1.5,"$66,290",Doctoral or professional degree,None,None
"Career/technical education teachers, postsecondary",25-1194,Line item,124.1,125.5,1.3,1.1,0.2,9.4,"$55,620",Bachelor's degree,Less than 5 years,None
"Postsecondary teachers, all other",25-1199,Line item,245.9,250.7,4.8,2.0,0.1,18.9,"$71,950",Doctoral or professional degree,None,None
"Preschool, elementary, middle, secondary, and special education teachers",25-2000,Summary,"4,363.9","4,515.6",151.8,3.5,0.1,322.4,"$59,410",Ñ,Ñ,Ñ
Preschool and kindergarten teachers,25-2010,Summary,668.1,686.3,18.2,2.7,0.8,62.8,"$36,810",Ñ,Ñ,Ñ
"Preschool teachers, except special education",25-2011,Line item,540.4,553.9,13.5,2.5,0.9,50.6,"$31,930",Associate's degree,None,None
"Kindergarten teachers, except special education",25-2012,Line item,127.7,132.4,4.7,3.7,0.2,12.2,"$57,860",Bachelor's degree,None,None
Elementary and middle school teachers,25-2020,Summary,"2,091.0","2,165.3",74.3,3.6,Ñ,148.7,"$60,910",Ñ,Ñ,Ñ
"Elementary school teachers, except special education",25-2021,Line item,"1,452.1","1,503.5",51.4,3.5,Ñ,103.2,"$60,940",Bachelor's degree,None,None
"Middle school teachers, except special and career/technical education",25-2022,Line item,627.1,649.6,22.5,3.6,Ñ,44.6,"$60,810",Bachelor's degree,None,None
"Career/technical education teachers, middle school",25-2023,Line item,11.8,12.1,0.4,3.1,Ñ,0.8,"$62,270",Bachelor's degree,Less than 5 years,None
Secondary school teachers,25-2030,Summary,"1,124.5","1,166.4",41.9,3.7,Ñ,75.9,"$62,840",Ñ,Ñ,Ñ
"Secondary school teachers, except special and career/technical education",25-2031,Line item,"1,050.8","1,090.9",40.2,3.8,Ñ,71.1,"$62,870",Bachelor's degree,None,None
"Career/technical education teachers, secondary school",25-2032,Line item,73.8,75.5,1.7,2.3,Ñ,4.8,"$62,460",Bachelor's degree,Less than 5 years,None
Special education teachers,25-2050,Summary,480.2,497.7,17.4,3.6,0.1,35.0,"$61,500",Ñ,Ñ,Ñ
"Special education teachers, preschool",25-2051,Line item,23.0,24.9,1.9,8.3,0.4,1.8,"$61,400",Bachelor's degree,None,None
"Special education teachers, kindergarten and elementary school",25-2052,Line item,193.0,198.6,5.6,2.9,0.1,13.9,"$60,620",Bachelor's degree,None,None
"Special education teachers, middle school",25-2057,Line item,84.7,86.9,2.2,2.6,Ñ,6.1,"$61,820",Bachelor's degree,None,None
"Special education teachers, secondary school",25-2058,Line item,143.0,147.6,4.6,3.2,0.1,10.3,"$62,320",Bachelor's degree,None,None
"Special education teachers, all other",25-2059,Line item,36.6,39.7,3.1,8.5,0.3,2.9,"$62,820",Bachelor's degree,None,None
Other teachers and instructors,25-3000,Summary,"1,471.1","1,550.7",79.7,5.4,12.3,166.3,"$33,970",Ñ,Ñ,Ñ
"Adult basic education, adult secondary education, and English as a Second Language instructors",25-3011,Line item,59.3,53.1,-6.2,-10.4,7.5,5.3,"$55,350",Bachelor's degree,None,None
Self-enrichment teachers,25-3021,Line item,386.2,425.9,39.8,10.3,21.4,46.5,"$39,960",High school diploma or equivalent,Less than 5 years,None
"Substitute teachers, short-term",25-3031,Line item,619.4,635.3,15.9,2.6,5.3,67.3,"$29,370",Bachelor's degree,None,None
"Tutors and teachers and instructors, all other",25-3097,Line item,406.2,436.4,30.2,7.4,14.8,47.2,"$40,590",Bachelor's degree,None,None
"Librarians, curators, and archivists",25-4000,Summary,278.1,285.9,7.8,2.8,1.4,31.0,"$50,860",Ñ,Ñ,Ñ
"Archivists, curators, and museum technicians",25-4010,Summary,37.5,41.7,4.2,11.2,5.3,4.5,"$52,140",Ñ,Ñ,Ñ
Archivists,25-4011,Line item,8.1,8.8,0.6,7.9,4.7,0.9,"$56,760",Master's degree,None,None
Curators,25-4012,Line item,14.5,16.4,1.8,12.6,5.7,1.8,"$56,990",Master's degree,None,None
Museum technicians and conservators,25-4013,Line item,14.8,16.5,1.7,11.6,5.1,1.8,"$45,710",Bachelor's degree,None,None
Librarians and media collections specialists,25-4022,Line item,146.5,153.8,7.3,5.0,1.2,13.8,"$60,820",Bachelor's degree,None,None
Library technicians,25-4031,Line item,94.1,90.5,-3.6,-3.9,Ñ,12.7,"$37,010",Postsecondary nondegree award,None,None
Other educational instruction and library occupations,25-9000,Summary,"1,910.2","1,983.7",73.5,3.8,0.4,185.0,"$30,970",Ñ,Ñ,Ñ
Farm and home management educators,25-9021,Line item,10.4,10.0,-0.4,-3.9,0.7,0.8,"$51,550",Master's degree,None,None
Instructional coordinators,25-9031,Line item,192.9,204.3,11.4,5.9,2.0,17.7,"$66,970",Master's degree,5 years or more,None
Teaching assistants,25-9040,Summary,"1,565.5","1,621.7",56.3,3.6,0.2,153.8,"$29,310",Ñ,Ñ,Ñ
"Teaching assistants, postsecondary",25-9044,Line item,169.6,175.4,5.8,3.4,0.1,13.4,"$36,250",Bachelor's degree,None,None
"Teaching assistants, except postsecondary",25-9045,Line item,"1,395.9","1,446.4",50.5,3.6,0.2,140.4,"$28,900","Some college, no degree",None,None
"Educational instruction and library workers, all other",25-9099,Line item,141.4,147.7,6.2,4.4,1.2,12.7,"$41,570",Bachelor's degree,None,None
"Arts, design, entertainment, sports, and media occupations",27-0000,Summary,"2,923.6","2,997.6",73.9,2.5,24.7,293.4,"$53,150",Ñ,Ñ,Ñ
Art and design workers,27-1000,Summary,909.5,876.7,-32.9,-3.6,29.5,75.6,"$49,600",Ñ,Ñ,Ñ
Artists and related workers,27-1010,Summary,218.6,219.7,1.1,0.5,54.5,21.0,"$80,360",Ñ,Ñ,Ñ
Art directors,27-1011,Line item,99.1,97.3,-1.8,-1.8,55.6,9.2,"$97,270",Bachelor's degree,5 years or more,None
Craft artists,27-1012,Line item,10.6,10.5,-0.1,-1.0,55.9,1.0,"$35,180",No formal educational credential,None,Long-term on-the-job training
"Fine artists, including painters, sculptors, and illustrators",27-1013,Line item,28.3,28.6,0.3,1.0,55.3,2.7,"$52,340",Bachelor's degree,None,Long-term on-the-job training
Special effects artists and animators,27-1014,Line item,67.5,70.3,2.8,4.1,55.6,6.9,"$77,700",Bachelor's degree,None,None
"Artists and related workers, all other",27-1019,Line item,13.1,13.0,0.0,-0.2,38.1,1.2,"$65,800",No formal educational credential,None,Long-term on-the-job training
Designers,27-1020,Summary,690.9,657.0,-33.9,-4.9,21.6,54.6,"$45,980",Ñ,Ñ,Ñ
Commercial and industrial designers,27-1021,Line item,42.2,40.7,-1.5,-3.5,21.9,3.4,"$71,640",Bachelor's degree,None,None
Fashion designers,27-1022,Line item,28.3,27.0,-1.3,-4.4,22.0,2.3,"$75,810",Bachelor's degree,None,None
Floral designers,27-1023,Line item,51.8,41.4,-10.4,-20.1,22.8,3.0,"$29,140",High school diploma or equivalent,None,Moderate-term on-the-job training
Graphic designers,27-1024,Line item,281.5,270.8,-10.7,-3.8,20.9,22.7,"$53,380",Bachelor's degree,None,None
Interior designers,27-1025,Line item,77.9,74.1,-3.8,-4.9,21.8,6.2,"$57,060",Bachelor's degree,None,None
Merchandise displayers and window trimmers,27-1026,Line item,180.4,174.2,-6.2,-3.4,22.1,14.6,"$30,810",High school diploma or equivalent,None,Short-term on-the-job training
Set and exhibit designers,27-1027,Line item,15.2,15.4,0.2,1.2,20.2,1.3,"$58,180",Bachelor's degree,None,None
"Designers, all other",27-1029,Line item,13.6,13.4,-0.3,-1.9,21.7,1.1,"$63,750",Bachelor's degree,None,None
"Entertainers and performers, sports and related workers",27-2000,Summary,841.8,902.4,60.6,7.2,21.4,104.7,"$47,080",Ñ,Ñ,Ñ
"Actors, producers, and directors",27-2010,Summary,229.6,247.7,18.1,7.9,19.0,22.3,"$65,780",Ñ,Ñ,Ñ
Actors,27-2011,Line item,70.1,72.2,2.1,3.1,23.9,7.1,Ñ,"Some college, no degree",None,Long-term on-the-job training
Producers and directors,27-2012,Line item,159.5,175.5,16.0,10.0,16.9,15.2,"$76,400",Bachelor's degree,Less than 5 years,None
"Athletes, coaches, umpires, and related workers",27-2020,Summary,328.4,366.0,37.5,11.4,10.2,50.7,"$36,050",Ñ,Ñ,Ñ
Athletes and sports competitors,27-2021,Line item,13.6,15.0,1.4,10.0,14.2,2.1,"$50,850",No formal educational credential,None,Long-term on-the-job training
Coaches and scouts,27-2022,Line item,292.0,326.4,34.3,11.8,10.2,45.3,"$36,330",Bachelor's degree,None,None
"Umpires, referees, and other sports officials",27-2023,Line item,22.8,24.6,1.8,8.0,8.1,3.4,"$28,940",High school diploma or equivalent,None,Moderate-term on-the-job training
Dancers and choreographers,27-2030,Summary,16.9,18.0,1.0,6.1,15.0,2.8,"$39,750",Ñ,Ñ,Ñ
Dancers,27-2031,Line item,11.4,11.7,0.3,2.3,15.0,1.8,Ñ,No formal educational credential,None,Long-term on-the-job training
Choreographers,27-2032,Line item,5.5,6.3,0.8,14.0,14.9,1.0,"$43,680",High school diploma or equivalent,5 years or more,Long-term on-the-job training
"Musicians, singers, and related workers",27-2040,Summary,233.6,236.1,2.6,1.1,35.7,25.3,Ñ,Ñ,Ñ,Ñ
Music directors and composers,27-2041,Line item,58.0,59.0,1.0,1.7,27.8,6.3,"$52,250",Bachelor's degree,Less than 5 years,None
Musicians and singers,27-2042,Line item,175.6,177.2,1.6,0.9,38.3,19.0,Ñ,No formal educational credential,None,Long-term on-the-job training
"Miscellaneous entertainers and performers, sports and related workers",27-2090,Line item,33.3,34.6,1.4,4.2,51.3,3.6,Ñ,No formal educational credential,None,Short-term on-the-job training
Media and communication workers,27-3000,Summary,804.0,828.0,24.0,3.0,19.3,76.1,"$61,310",Ñ,Ñ,Ñ
Broadcast announcers and radio disc jockeys,27-3011,Line item,40.8,38.7,-2.1,-5.3,28.2,3.7,"$36,770",Bachelor's degree,None,None
"News analysts, reporters, and journalists",27-3023,Line item,52.0,46.2,-5.8,-11.2,15.9,4.3,"$49,300",Bachelor's degree,None,None
Public relations specialists,27-3031,Line item,274.6,294.3,19.7,7.2,1.4,27.1,"$62,810",Bachelor's degree,None,None
Writers and editors,27-3040,Summary,308.4,300.9,-7.4,-2.4,34.1,27.1,"$67,730",Ñ,Ñ,Ñ
Editors,27-3041,Line item,118.7,110.0,-8.7,-7.3,13.8,9.8,"$63,400",Bachelor's degree,Less than 5 years,None
Technical writers,27-3042,Line item,58.4,62.7,4.3,7.4,10.3,5.7,"$74,650",Bachelor's degree,Less than 5 years,Short-term on-the-job training
Writers and authors,27-3043,Line item,131.2,128.2,-3.1,-2.3,63.1,11.6,"$67,120",Bachelor's degree,None,Long-term on-the-job training
Miscellaneous media and communication workers,27-3090,Summary,128.2,148.0,19.7,15.4,20.4,13.8,"$53,330",Ñ,Ñ,Ñ
Interpreters and translators,27-3091,Line item,77.4,92.9,15.5,20.0,21.3,8.8,"$52,330",Bachelor's degree,None,None
Court reporters and simultaneous captioners,27-3092,Line item,15.7,17.0,1.4,8.9,4.6,1.4,"$61,660",Postsecondary nondegree award,None,Short-term on-the-job training
"Media and communication workers, all other",27-3099,Line item,35.2,38.0,2.8,8.1,25.3,3.6,"$49,730",High school diploma or equivalent,None,Short-term on-the-job training
Media and communication equipment workers,27-4000,Summary,368.3,390.5,22.2,6.0,32.3,37.1,"$50,870",Ñ,Ñ,Ñ
Audio and video technicians,27-4011,Line item,91.8,103.1,11.3,12.3,9.1,10.8,"$47,920",Postsecondary nondegree award,None,Short-term on-the-job training
Broadcast technicians,27-4012,Line item,32.7,33.7,1.0,3.1,10.0,3.4,"$43,570",Associate's degree,None,Short-term on-the-job training
Sound engineering technicians,27-4014,Line item,15.8,16.7,1.0,6.0,9.7,1.7,"$53,520",Postsecondary nondegree award,None,Short-term on-the-job training
Photographers,27-4021,Line item,133.5,128.7,-4.8,-3.6,63.8,10.9,"$41,280",High school diploma or equivalent,None,Moderate-term on-the-job training
"Television, video, and film camera operators and editors",27-4030,Summary,67.9,80.4,12.4,18.3,27.0,7.4,"$61,900",Ñ,Ñ,Ñ
"Camera operators, television, video, and film",27-4031,Line item,29.7,33.8,4.2,14.0,26.4,3.0,"$57,200",Bachelor's degree,None,None
Film and video editors,27-4032,Line item,38.3,46.5,8.3,21.6,27.4,4.3,"$67,250",Bachelor's degree,None,None
"Lighting technicians and media and communication equipment workers, all other",27-4098,Line item,26.6,27.9,1.3,4.9,8.3,2.8,"$70,980",High school diploma or equivalent,None,Short-term on-the-job training
Healthcare practitioners and technical occupations,29-0000,Summary,"9,133.7","9,967.3",833.6,9.1,2.5,570.8,"$69,870",Ñ,Ñ,Ñ
Healthcare diagnosing or treating practitioners,29-1000,Summary,"6,061.2","6,646.8",585.5,9.7,3.6,339.8,"$84,430",Ñ,Ñ,Ñ
Chiropractors,29-1011,Line item,51.1,53.4,2.3,4.5,31.4,1.4,"$70,720",Doctoral or professional degree,None,None
Dentists,29-1020,Summary,151.6,155.5,4.0,2.6,15.3,4.8,"$164,010",Ñ,Ñ,Ñ
"Dentists, general",29-1021,Line item,132.1,135.7,3.7,2.8,15.6,4.2,"$158,940",Doctoral or professional degree,None,None
Oral and maxillofacial surgeons,29-1022,Line item,5.6,5.7,0.1,2.4,15.2,0.2,">=$208,000",Doctoral or professional degree,None,Internship/residency
Orthodontists,29-1023,Line item,7.2,7.3,0.2,2.4,15.9,0.2,">=$208,000",Doctoral or professional degree,None,Internship/residency
Prosthodontists,29-1024,Line item,0.6,0.6,0.0,2.2,15.9,0.0,">=$208,000",Doctoral or professional degree,None,Internship/residency
"Dentists, all other specialists",29-1029,Line item,6.2,6.2,0.0,0.2,9.7,0.2,"$183,300",Doctoral or professional degree,None,Internship/residency
Dietitians and nutritionists,29-1031,Line item,74.2,80.1,5.9,8.0,4.1,5.3,"$63,090",Bachelor's degree,None,Internship/residency
Optometrists,29-1041,Line item,44.4,46.3,1.9,4.3,10.9,1.5,"$118,050",Doctoral or professional degree,None,None
Pharmacists,29-1051,Line item,321.7,311.2,-10.5,-3.3,1.8,11.2,"$128,710",Doctoral or professional degree,None,None
Physician assistants,29-1071,Line item,125.5,164.8,39.3,31.3,2.0,11.4,"$115,390",Master's degree,None,None
Podiatrists,29-1081,Line item,10.5,10.6,0.0,0.2,4.8,0.5,"$134,300",Doctoral or professional degree,None,Internship/residency
Therapists,29-1120,Summary,790.7,937.2,146.5,18.5,8.2,54.3,"$79,970",Ñ,Ñ,Ñ
Occupational therapists,29-1122,Line item,143.3,166.0,22.7,15.9,4.3,10.3,"$86,280",Master's degree,None,None
Physical therapists,29-1123,Line item,258.2,305.2,47.0,18.2,7.5,15.2,"$91,010",Doctoral or professional degree,None,None
Radiation therapists,29-1124,Line item,18.5,19.9,1.3,7.1,1.5,1.0,"$86,850",Associate's degree,None,None
Recreational therapists,29-1125,Line item,19.9,21.6,1.7,8.3,Ñ,1.2,"$47,710",Bachelor's degree,None,None
Respiratory therapists,29-1126,Line item,135.8,162.0,26.3,19.4,0.1,9.2,"$62,810",Associate's degree,None,None
Speech-language pathologists,29-1127,Line item,162.6,203.1,40.5,24.9,3.8,13.7,"$80,480",Master's degree,None,Internship/residency
Exercise physiologists,29-1128,Line item,19.8,22.1,2.2,11.3,62.3,1.4,"$50,280",Bachelor's degree,None,None
"Therapists, all other",29-1129,Line item,32.6,37.4,4.8,14.6,61.4,2.4,"$57,310",Bachelor's degree,None,None
Veterinarians,29-1131,Line item,89.2,103.4,14.2,15.9,13.6,4.5,"$99,250",Doctoral or professional degree,None,None
Registered nurses,29-1141,Line item,"3,096.7","3,318.7",221.9,7.2,0.6,175.9,"$75,330",Bachelor's degree,None,None
