"Table 1.10 Occupational separations and openings, projected 2019-29
Counselors,21-1010,Summary,868.4,"1,005.1",136.7,15.7,3.2,5.5,8.8,30.4,51.7,82.1,95.8
"Educational, guidance, and career counselors and advisors",21-1012,Line item,333.5,360.4,26.8,8.0,3.2,5.5,8.8,11.3,19.1,30.4,33.1
Marriage and family therapists,21-1013,Line item,66.2,80.9,14.8,22.3,3.2,5.5,8.8,2.4,4.1,6.4,7.9
Rehabilitation counselors,21-1015,Line item,120.2,132.5,12.3,10.3,3.2,5.5,8.8,4.1,7.0,11.1,12.3
"Substance abuse, behavioral disorder, and mental health counselors",21-1018,Line item,319.4,398.4,79.0,24.7,3.2,5.5,8.8,11.7,19.8,31.5,39.4
"Counselors, all other",21-1019,Line item,29.1,32.9,3.8,13.0,3.2,5.5,8.8,1.0,1.7,2.7,3.1
Social workers,21-1020,Summary,713.2,803.8,90.7,12.7,2.8,5.7,8.5,21.6,43.1,64.7,73.7
"Child, family, and school social workers",21-1021,Line item,342.5,382.6,40.1,11.7,2.8,5.7,8.5,10.3,20.6,30.9,34.9
Healthcare social workers,21-1022,Line item,185.0,211.7,26.7,14.4,2.8,5.7,8.5,5.6,11.3,16.9,19.6
Mental health and substance abuse social workers,21-1023,Line item,123.2,143.8,20.7,16.8,2.8,5.7,8.5,3.8,7.6,11.4,13.4
"Social workers, all other",21-1029,Line item,62.5,65.6,3.2,5.1,2.8,5.7,8.5,1.8,3.6,5.5,5.8
Miscellaneous community and social service specialists,21-1090,Summary,749.7,854.0,104.3,13.9,3.6,6.4,9.9,28.7,51.0,79.7,90.1
Health education specialists,21-1091,Line item,62.2,69.3,7.1,11.4,3.5,6.0,9.5,2.3,3.9,6.2,6.9
Probation officers and correctional treatment specialists,21-1092,Line item,91.8,95.3,3.4,3.7,2.1,5.3,7.4,1.9,5.0,6.9,7.3
Social and human service assistants,21-1093,Line item,425.6,497.1,71.5,16.8,3.9,6.8,10.7,18.1,31.2,49.3,56.5
Community health workers,21-1094,Line item,64.9,74.8,9.9,15.2,3.5,6.0,9.5,2.4,4.2,6.6,7.6
"Community and social service specialists, all other",21-1099,Line item,105.2,117.6,12.4,11.7,3.5,6.0,9.5,3.9,6.7,10.6,11.8
Religious workers,21-2000,Summary,466.5,483.4,16.9,3.6,4.5,5.7,10.2,21.4,27.3,48.6,50.3
Clergy,21-2011,Line item,243.9,253.6,9.7,4.0,4.3,5.1,9.4,10.6,12.8,23.4,24.4
"Directors, religious activities and education",21-2021,Line item,157.5,162.7,5.2,3.3,4.2,6.5,10.7,6.7,10.5,17.1,17.7
"Religious workers, all other",21-2099,Line item,65.0,67.1,2.1,3.2,6.2,6.1,12.3,4.1,4.0,8.1,8.3
Legal occupations,23-0000,Summary,"1,335.6","1,403.2",67.6,5.1,2.6,3.5,6.0,35.0,47.8,82.8,89.6
"Lawyers, judges, and related workers",23-1000,Summary,883.9,918.4,34.5,3.9,2.1,2.3,4.4,18.9,21.0,39.8,43.3
Lawyers and judicial law clerks,23-1010,Summary,831.3,864.2,32.9,4.0,2.1,2.3,4.4,17.7,19.7,37.5,40.8
Lawyers,23-1011,Line item,813.9,846.3,32.3,4.0,2.1,2.3,4.4,17.4,19.3,36.7,39.9
Judicial law clerks,23-1012,Line item,17.3,17.9,0.6,3.4,1.7,2.7,4.4,0.3,0.5,0.8,0.8
"Judges, magistrates, and other judicial workers",23-1020,Summary,52.6,54.2,1.6,3.1,2.1,2.3,4.4,1.1,1.2,2.4,2.5
"Administrative law judges, adjudicators, and hearing officers",23-1021,Line item,15.4,15.4,0.0,0.3,2.1,2.3,4.4,0.3,0.4,0.7,0.7
"Arbitrators, mediators, and conciliators",23-1022,Line item,7.3,7.9,0.6,7.7,2.1,2.3,4.4,0.2,0.2,0.3,0.4
"Judges, magistrate judges, and magistrates",23-1023,Line item,29.9,30.9,1.0,3.4,2.1,2.3,4.4,0.6,0.7,1.3,1.4
Legal support workers,23-2000,Summary,451.7,484.8,33.1,7.3,3.5,5.7,9.2,16.2,26.8,43.0,46.3
Paralegals and legal assistants,23-2011,Line item,337.8,373.1,35.3,10.5,3.5,6.1,9.6,12.4,21.6,34.0,37.6
Miscellaneous legal support workers,23-2090,Summary,113.9,111.7,-2.2,-2.0,3.3,4.6,7.9,3.7,5.2,8.9,8.7
"Title examiners, abstractors, and searchers",23-2093,Line item,63.6,61.9,-1.6,-2.6,3.3,4.6,7.9,2.1,2.9,5.0,4.8
"Legal support workers, all other",23-2099,Line item,50.4,49.8,-0.6,-1.2,3.3,4.6,7.9,1.7,2.3,4.0,3.9
Educational instruction and library occupations,25-0000,Summary,"9,744.7","10,185.6",441.0,4.5,4.1,4.0,8.1,409.3,396.6,805.9,850.0
Postsecondary teachers,25-1000,Summary,"1,721.5","1,849.7",128.2,7.4,3.7,3.7,7.4,66.4,66.1,132.5,145.3
"Business teachers, postsecondary",25-1011,Line item,105.1,117.7,12.7,12.0,3.7,3.7,7.4,4.1,4.1,8.3,9.5
"Math and computer science teachers, postsecondary",25-1020,Summary,98.6,100.4,1.8,1.8,3.7,3.7,7.4,3.7,3.7,7.4,7.6
"Computer science teachers, postsecondary",25-1021,Line item,38.5,39.5,1.0,2.6,3.7,3.7,7.4,1.5,1.4,2.9,3.0
"Mathematical science teachers, postsecondary",25-1022,Line item,60.1,60.8,0.8,1.3,3.7,3.7,7.4,2.2,2.2,4.5,4.6
"Engineering and architecture teachers, postsecondary",25-1030,Summary,53.1,57.4,4.3,8.1,3.7,3.7,7.4,2.1,2.0,4.1,4.5
"Architecture teachers, postsecondary",25-1031,Line item,8.5,9.0,0.4,5.1,3.7,3.7,7.4,0.3,0.3,0.6,0.7
"Engineering teachers, postsecondary",25-1032,Line item,44.6,48.4,3.8,8.6,3.7,3.7,7.4,1.7,1.7,3.5,3.8
"Life sciences teachers, postsecondary",25-1040,Summary,78.3,84.6,6.3,8.1,3.7,3.7,7.4,3.0,3.0,6.0,6.7
"Agricultural sciences teachers, postsecondary",25-1041,Line item,11.4,11.7,0.2,2.1,3.7,3.7,7.4,0.4,0.4,0.9,0.9
"Biological science teachers, postsecondary",25-1042,Line item,64.7,70.7,6.0,9.3,3.7,3.7,7.4,2.5,2.5,5.0,5.6
"Forestry and conservation science teachers, postsecondary",25-1043,Line item,2.1,2.2,0.0,2.2,3.7,3.7,7.4,0.1,0.1,0.2,0.2
"Physical sciences teachers, postsecondary",25-1050,Summary,64.2,66.6,2.4,3.8,3.7,3.7,7.4,2.4,2.4,4.9,5.1
"Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,Line item,13.1,13.4,0.2,1.9,3.7,3.7,7.4,0.5,0.5,1.0,1.0
"Chemistry teachers, postsecondary",25-1052,Line item,26.4,27.5,1.1,4.3,3.7,3.7,7.4,1.0,1.0,2.0,2.1
"Environmental science teachers, postsecondary",25-1053,Line item,7.6,7.8,0.3,3.7,3.7,3.7,7.4,0.3,0.3,0.6,0.6
"Physics teachers, postsecondary",25-1054,Line item,17.1,17.8,0.8,4.4,3.7,3.7,7.4,0.6,0.6,1.3,1.4
"Social sciences teachers, postsecondary",25-1060,Summary,145.0,152.7,7.7,5.3,3.7,3.7,7.4,5.5,5.5,11.0,11.8
"Anthropology and archeology teachers, postsecondary",25-1061,Line item,7.2,7.5,0.3,4.4,3.7,3.7,7.4,0.3,0.3,0.5,0.6
"Area, ethnic, and cultural studies teachers, postsecondary",25-1062,Line item,13.4,14.0,0.7,4.9,3.7,3.7,7.4,0.5,0.5,1.0,1.1
"Economics teachers, postsecondary",25-1063,Line item,16.8,17.6,0.9,5.2,3.7,3.7,7.4,0.6,0.6,1.3,1.4
"Geography teachers, postsecondary",25-1064,Line item,4.8,5.0,0.1,2.9,3.7,3.7,7.4,0.2,0.2,0.4,0.4
"Political science teachers, postsecondary",25-1065,Line item,19.8,20.8,1.0,4.9,3.7,3.7,7.4,0.8,0.8,1.5,1.6
"Psychology teachers, postsecondary",25-1066,Line item,46.8,51.0,4.1,8.8,3.7,3.7,7.4,1.8,1.8,3.6,4.0
"Sociology teachers, postsecondary",25-1067,Line item,17.0,17.6,0.6,3.8,3.7,3.7,7.4,0.6,0.6,1.3,1.3
"Social sciences teachers, postsecondary, all other",25-1069,Line item,19.3,19.2,-0.1,-0.3,3.7,3.7,7.4,0.7,0.7,1.4,1.4
"Health teachers, postsecondary",25-1070,Summary,326.9,391.8,64.9,19.9,3.7,3.7,7.4,13.4,13.3,26.7,33.2
"Health specialties teachers, postsecondary",25-1071,Line item,254.0,306.1,52.1,20.5,3.7,3.7,7.4,10.4,10.4,20.8,26.0
"Nursing instructors and teachers, postsecondary",25-1072,Line item,72.9,85.7,12.8,17.6,3.7,3.7,7.4,2.9,2.9,5.9,7.2
"Education and library science teachers, postsecondary",25-1080,Summary,82.6,86.5,3.9,4.7,3.7,3.7,7.4,3.1,3.1,6.3,6.7
"Education teachers, postsecondary",25-1081,Line item,77.3,81.0,3.7,4.8,3.7,3.7,7.4,2.9,2.9,5.9,6.2
"Library science teachers, postsecondary",25-1082,Line item,5.4,5.5,0.2,3.0,3.7,3.7,7.4,0.2,0.2,0.4,0.4
"Law, criminal justice, and social work teachers, postsecondary",25-1110,Summary,55.4,59.0,3.6,6.4,3.7,3.7,7.4,2.1,2.1,4.2,4.6
"Criminal justice and law enforcement teachers, postsecondary",25-1111,Line item,16.8,17.9,1.1,6.7,3.7,3.7,7.4,0.6,0.6,1.3,1.4
"Law teachers, postsecondary",25-1112,Line item,21.3,22.8,1.5,6.9,3.7,3.7,7.4,0.8,0.8,1.6,1.8
"Social work teachers, postsecondary",25-1113,Line item,17.3,18.3,1.0,5.7,3.7,3.7,7.4,0.7,0.7,1.3,1.4
"Arts, communications, history, and humanities teachers, postsecondary",25-1120,Summary,320.6,334.7,14.0,4.4,3.7,3.7,7.4,12.2,12.1,24.3,25.7
"Art, drama, and music teachers, postsecondary",25-1121,Line item,116.3,122.8,6.5,5.6,3.7,3.7,7.4,4.4,4.4,8.9,9.5
"Communications teachers, postsecondary",25-1122,Line item,35.6,36.7,1.1,3.2,3.7,3.7,7.4,1.3,1.3,2.7,2.8
"English language and literature teachers, postsecondary",25-1123,Line item,81.3,82.9,1.7,2.1,3.7,3.7,7.4,3.1,3.0,6.1,6.3
"Foreign language and literature teachers, postsecondary",25-1124,Line item,30.6,32.3,1.7,5.7,3.7,3.7,7.4,1.2,1.2,2.3,2.5
"History teachers, postsecondary",25-1125,Line item,26.0,27.0,0.9,3.6,3.7,3.7,7.4,1.0,1.0,2.0,2.1
"Philosophy and religion teachers, postsecondary",25-1126,Line item,30.9,32.9,2.1,6.7,3.7,3.7,7.4,1.2,1.2,2.4,2.6
Miscellaneous postsecondary teachers,25-1190,Summary,391.6,398.3,6.7,1.7,3.7,3.7,7.4,14.7,14.6,29.3,30.0
"Family and consumer sciences teachers, postsecondary",25-1192,Line item,2.5,2.6,0.0,1.3,3.7,3.7,7.4,0.1,0.1,0.2,0.2
"Recreation and fitness studies teachers, postsecondary",25-1193,Line item,19.1,19.6,0.5,2.6,3.7,3.7,7.4,0.7,0.7,1.4,1.5
"Career/technical education teachers, postsecondary",25-1194,Line item,124.1,125.5,1.3,1.1,3.7,3.7,7.4,4.6,4.6,9.3,9.4
"Postsecondary teachers, all other",25-1199,Line item,245.9,250.7,4.8,2.0,3.7,3.7,7.4,9.2,9.2,18.4,18.9
"Preschool, elementary, middle, secondary, and special education teachers",25-2000,Summary,"4,363.9","4,515.6",151.8,3.5,3.2,3.7,6.9,143.0,164.2,307.2,322.4
Preschool and kindergarten teachers,25-2010,Summary,668.1,686.3,18.2,2.7,4.0,5.0,9.0,27.2,33.8,60.9,62.8
"Preschool teachers, except special education",25-2011,Line item,540.4,553.9,13.5,2.5,4.0,5.0,9.0,22.0,27.3,49.2,50.6
"Kindergarten teachers, except special education",25-2012,Line item,127.7,132.4,4.7,3.7,4.0,5.0,9.0,5.2,6.5,11.7,12.2
Elementary and middle school teachers,25-2020,Summary,"2,091.0","2,165.3",74.3,3.6,3.2,3.5,6.6,67.4,73.8,141.2,148.7
"Elementary school teachers, except special education",25-2021,Line item,"1,452.1","1,503.5",51.4,3.5,3.2,3.5,6.6,46.8,51.3,98.1,103.2
"Middle school teachers, except special and career/technical education",25-2022,Line item,627.1,649.6,22.5,3.6,3.2,3.5,6.6,20.2,22.1,42.4,44.6
"Career/technical education teachers, middle school",25-2023,Line item,11.8,12.1,0.4,3.1,3.2,3.5,6.6,0.4,0.4,0.8,0.8
Secondary school teachers,25-2030,Summary,"1,124.5","1,166.4",41.9,3.7,2.8,3.5,6.3,31.8,40.0,71.8,75.9
"Secondary school teachers, except special and career/technical education",25-2031,Line item,"1,050.8","1,090.9",40.2,3.8,2.8,3.5,6.3,29.7,37.4,67.1,71.1
"Career/technical education teachers, secondary school",25-2032,Line item,73.8,75.5,1.7,2.3,2.8,3.5,6.3,2.1,2.6,4.7,4.8
Special education teachers,25-2050,Summary,480.2,497.7,17.4,3.6,3.4,3.4,6.8,16.6,16.6,33.2,35.0
"Special education teachers, preschool",25-2051,Line item,23.0,24.9,1.9,8.3,3.4,3.4,6.8,0.8,0.8,1.6,1.8
"Special education teachers, kindergarten and elementary school",25-2052,Line item,193.0,198.6,5.6,2.9,3.4,3.4,6.8,6.7,6.7,13.3,13.9
"Special education teachers, middle school",25-2057,Line item,84.7,86.9,2.2,2.6,3.4,3.4,6.8,2.9,2.9,5.8,6.1
"Special education teachers, secondary school",25-2058,Line item,143.0,147.6,4.6,3.2,3.4,3.4,6.8,4.9,4.9,9.9,10.3
"Special education teachers, all other",25-2059,Line item,36.6,39.7,3.1,8.5,3.4,3.4,6.8,1.3,1.3,2.6,2.9
Other teachers and instructors,25-3000,Summary,"1,471.1","1,550.7",79.7,5.4,5.8,4.6,10.5,88.2,70.2,158.4,166.3
"Adult basic education, adult secondary education, and English as a Second Language instructors",25-3011,Line item,59.3,53.1,-6.2,-10.4,5.8,4.6,10.5,3.3,2.6,5.9,5.3
Self-enrichment teachers,25-3021,Line item,386.2,425.9,39.8,10.3,5.8,4.6,10.5,23.7,18.9,42.6,46.5
"Substitute teachers, short-term",25-3031,Line item,619.4,635.3,15.9,2.6,5.8,4.6,10.5,36.6,29.1,65.8,67.3
"Tutors and teachers and instructors, all other",25-3097,Line item,406.2,436.4,30.2,7.4,5.8,4.6,10.5,24.6,19.6,44.2,47.2
"Librarians, curators, and archivists",25-4000,Summary,278.1,285.9,7.8,2.8,6.0,4.7,10.7,17.0,13.3,30.3,31.0
"Archivists, curators, and museum technicians",25-4010,Summary,37.5,41.7,4.2,11.2,5.0,5.3,10.3,2.0,2.1,4.1,4.5
Archivists,25-4011,Line item,8.1,8.8,0.6,7.9,5.0,5.3,10.3,0.4,0.4,0.9,0.9
Curators,25-4012,Line item,14.5,16.4,1.8,12.6,5.0,5.3,10.3,0.8,0.8,1.6,1.8
Museum technicians and conservators,25-4013,Line item,14.8,16.5,1.7,11.6,5.0,5.3,10.3,0.8,0.8,1.6,1.8
Librarians and media collections specialists,25-4022,Line item,146.5,153.8,7.3,5.0,4.7,4.0,8.7,7.1,6.0,13.1,13.8
Library technicians,25-4031,Line item,94.1,90.5,-3.6,-3.9,8.6,5.6,14.2,7.9,5.2,13.1,12.7
Other educational instruction and library occupations,25-9000,Summary,"1,910.2","1,983.7",73.5,3.8,4.9,4.3,9.1,94.8,82.8,177.6,185.0
Farm and home management educators,25-9021,Line item,10.4,10.0,-0.4,-3.9,4.2,4.1,8.3,0.4,0.4,0.8,0.8
Instructional coordinators,25-9031,Line item,192.9,204.3,11.4,5.9,4.2,4.1,8.3,8.4,8.1,16.6,17.7
Teaching assistants,25-9040,Summary,"1,565.5","1,621.7",56.3,3.6,5.0,4.3,9.3,79.8,68.4,148.2,153.8
"Teaching assistants, postsecondary",25-9044,Line item,169.6,175.4,5.8,3.4,3.7,3.7,7.4,6.4,6.4,12.8,13.4
"Teaching assistants, except postsecondary",25-9045,Line item,"1,395.9","1,446.4",50.5,3.6,5.2,4.4,9.5,73.3,62.0,135.4,140.4
"Educational instruction and library workers, all other",25-9099,Line item,141.4,147.7,6.2,4.4,4.2,4.1,8.3,6.1,5.9,12.0,12.7
"Arts, design, entertainment, sports, and media occupations",27-0000,Summary,"2,923.6","2,997.6",73.9,2.5,3.8,5.9,9.7,112.7,173.3,286.0,293.4
Art and design workers,27-1000,Summary,909.5,876.7,-32.9,-3.6,3.5,5.3,8.8,31.5,47.4,78.9,75.6
Artists and related workers,27-1010,Summary,218.6,219.7,1.1,0.5,4.9,4.7,9.5,10.7,10.3,20.9,21.0
Art directors,27-1011,Line item,99.1,97.3,-1.8,-1.8,4.9,4.7,9.5,4.8,4.6,9.4,9.2
Craft artists,27-1012,Line item,10.6,10.5,-0.1,-1.0,4.9,4.7,9.5,0.5,0.5,1.0,1.0
"Fine artists, including painters, sculptors, and illustrators",27-1013,Line item,28.3,28.6,0.3,1.0,4.9,4.7,9.5,1.4,1.3,2.7,2.7
Special effects artists and animators,27-1014,Line item,67.5,70.3,2.8,4.1,4.9,4.7,9.5,3.3,3.2,6.6,6.9
"Artists and related workers, all other",27-1019,Line item,13.1,13.0,0.0,-0.2,4.9,4.7,9.5,0.6,0.6,1.2,1.2
Designers,27-1020,Summary,690.9,657.0,-33.9,-4.9,3.1,5.5,8.6,20.9,37.1,58.0,54.6
Commercial and industrial designers,27-1021,Line item,42.2,40.7,-1.5,-3.5,3.1,5.5,8.6,1.3,2.3,3.6,3.4
Fashion designers,27-1022,Line item,28.3,27.0,-1.3,-4.4,3.1,5.5,8.6,0.9,1.5,2.4,2.3
Floral designers,27-1023,Line item,51.8,41.4,-10.4,-20.1,3.1,5.5,8.6,1.4,2.6,4.0,3.0
Graphic designers,27-1024,Line item,281.5,270.8,-10.7,-3.8,3.1,5.5,8.6,8.5,15.2,23.8,22.7
Interior designers,27-1025,Line item,77.9,74.1,-3.8,-4.9,3.1,5.5,8.6,2.4,4.2,6.5,6.2
Merchandise displayers and window trimmers,27-1026,Line item,180.4,174.2,-6.2,-3.4,3.1,5.5,8.6,5.5,9.8,15.3,14.6
Set and exhibit designers,27-1027,Line item,15.2,15.4,0.2,1.2,3.1,5.5,8.6,0.5,0.8,1.3,1.3
"Designers, all other",27-1029,Line item,13.6,13.4,-0.3,-1.9,3.1,5.5,8.6,0.4,0.7,1.2,1.1
"Entertainers and performers, sports and related workers",27-2000,Summary,841.8,902.4,60.6,7.2,4.9,6.5,11.3,42.3,56.3,98.6,104.7
"Actors, producers, and directors",27-2010,Summary,229.6,247.7,18.1,7.9,2.5,6.1,8.6,5.9,14.6,20.5,22.3
Actors,27-2011,Line item,70.1,72.2,2.1,3.1,3.8,6.0,9.7,2.7,4.2,6.9,7.1
Producers and directors,27-2012,Line item,159.5,175.5,16.0,10.0,1.9,6.2,8.1,3.2,10.4,13.6,15.2
"Athletes, coaches, umpires, and related workers",27-2020,Summary,328.4,366.0,37.5,11.4,6.0,7.6,13.5,20.7,26.3,47.0,50.7
Athletes and sports competitors,27-2021,Line item,13.6,15.0,1.4,10.0,6.0,7.6,13.5,0.9,1.1,1.9,2.1
Coaches and scouts,27-2022,Line item,292.0,326.4,34.3,11.8,6.0,7.6,13.5,18.4,23.4,41.8,45.3
"Umpires, referees, and other sports officials",27-2023,Line item,22.8,24.6,1.8,8.0,6.0,7.6,13.5,1.4,1.8,3.2,3.4
Dancers and choreographers,27-2030,Summary,16.9,18.0,1.0,6.1,6.2,9.1,15.3,1.1,1.6,2.7,2.8
Dancers,27-2031,Line item,11.4,11.7,0.3,2.3,6.2,9.1,15.3,0.7,1.0,1.8,1.8
Choreographers,27-2032,Line item,5.5,6.3,0.8,14.0,6.2,9.1,15.3,0.4,0.5,0.9,1.0
"Musicians, singers, and related workers",27-2040,Summary,233.6,236.1,2.6,1.1,5.6,5.1,10.7,13.2,11.9,25.1,25.3
Music directors and composers,27-2041,Line item,58.0,59.0,1.0,1.7,5.6,5.1,10.7,3.3,3.0,6.2,6.3
Musicians and singers,27-2042,Line item,175.6,177.2,1.6,0.9,5.6,5.1,10.7,9.9,8.9,18.8,19.0
"Miscellaneous entertainers and performers, sports and related workers",27-2090,Line item,33.3,34.6,1.4,4.2,4.4,5.7,10.2,1.5,1.9,3.4,3.6
Media and communication workers,27-3000,Summary,804.0,828.0,24.0,3.0,3.2,5.8,9.0,26.4,47.2,73.7,76.1
Broadcast announcers and radio disc jockeys,27-3011,Line item,40.8,38.7,-2.1,-5.3,3.9,6.0,9.9,1.6,2.4,3.9,3.7
"News analysts, reporters, and journalists",27-3023,Line item,52.0,46.2,-5.8,-11.2,2.8,7.1,9.9,1.4,3.5,4.9,4.3
Public relations specialists,27-3031,Line item,274.6,294.3,19.7,7.2,2.6,6.2,8.8,7.4,17.7,25.1,27.1
Writers and editors,27-3040,Summary,308.4,300.9,-7.4,-2.4,3.5,5.7,9.2,10.7,17.2,27.9,27.1
Editors,27-3041,Line item,118.7,110.0,-8.7,-7.3,3.0,6.4,9.4,3.4,7.3,10.7,9.8
Technical writers,27-3042,Line item,58.4,62.7,4.3,7.4,3.1,5.5,8.6,1.9,3.3,5.2,5.7
Writers and authors,27-3043,Line item,131.2,128.2,-3.1,-2.3,4.1,5.1,9.2,5.4,6.6,11.9,11.6
Miscellaneous media and communication workers,27-3090,Summary,128.2,148.0,19.7,15.4,3.9,4.7,8.6,5.4,6.5,11.9,13.8
Interpreters and translators,27-3091,Line item,77.4,92.9,15.5,20.0,4.0,4.5,8.5,3.4,3.9,7.3,8.8
Court reporters and simultaneous captioners,27-3092,Line item,15.7,17.0,1.4,8.9,3.3,4.6,7.9,0.5,0.8,1.3,1.4
"Media and communication workers, all other",27-3099,Line item,35.2,38.0,2.8,8.1,4.0,5.0,9.0,1.5,1.8,3.3,3.6
Media and communication equipment workers,27-4000,Summary,368.3,390.5,22.2,6.0,3.3,5.9,9.2,12.4,22.4,34.8,37.1
Audio and video technicians,27-4011,Line item,91.8,103.1,11.3,12.3,3.2,6.7,9.9,3.2,6.5,9.7,10.8
Broadcast technicians,27-4012,Line item,32.7,33.7,1.0,3.1,3.2,6.7,9.9,1.1,2.2,3.3,3.4
Sound engineering technicians,27-4014,Line item,15.8,16.7,1.0,6.0,3.2,6.7,9.9,0.5,1.1,1.6,1.7
Photographers,27-4021,Line item,133.5,128.7,-4.8,-3.6,3.7,5.0,8.7,4.9,6.5,11.4,10.9
"Television, video, and film camera operators and editors",27-4030,Summary,67.9,80.4,12.4,18.3,2.6,5.7,8.3,1.9,4.2,6.1,7.4
"Camera operators, television, video, and film",27-4031,Line item,29.7,33.8,4.2,14.0,2.6,5.7,8.3,0.8,1.8,2.6,3.0
Film and video editors,27-4032,Line item,38.3,46.5,8.3,21.6,2.6,5.7,8.3,1.1,2.4,3.5,4.3
"Lighting technicians and media and communication equipment workers, all other",27-4098,Line item,26.6,27.9,1.3,4.9,3.2,6.7,9.9,0.9,1.8,2.7,2.8
Healthcare practitioners and technical occupations,29-0000,Summary,"9,133.7","9,967.3",833.6,9.1,2.5,2.6,5.1,241.3,246.1,487.4,570.8
Healthcare diagnosing or treating practitioners,29-1000,Summary,"6,061.2","6,646.8",585.5,9.7,2.4,2.0,4.4,153.2,128.1,281.3,339.8
Chiropractors,29-1011,Line item,51.1,53.4,2.3,4.5,1.4,0.8,2.2,0.7,0.4,1.2,1.4
Dentists,29-1020,Summary,151.6,155.5,4.0,2.6,2.0,0.8,2.8,3.1,1.2,4.4,4.8
"Dentists, general",29-1021,Line item,132.1,135.7,3.7,2.8,2.0,0.8,2.8,2.7,1.1,3.8,4.2
Oral and maxillofacial surgeons,29-1022,Line item,5.6,5.7,0.1,2.4,2.0,0.8,2.8,0.1,0.0,0.2,0.2
Orthodontists,29-1023,Line item,7.2,7.3,0.2,2.4,2.0,0.8,2.8,0.1,0.1,0.2,0.2
Prosthodontists,29-1024,Line item,0.6,0.6,0.0,2.2,2.0,0.8,2.8,0.0,0.0,0.0,0.0
"Dentists, all other specialists",29-1029,Line item,6.2,6.2,0.0,0.2,2.0,0.8,2.8,0.1,0.0,0.2,0.2
Dietitians and nutritionists,29-1031,Line item,74.2,80.1,5.9,8.0,3.3,2.8,6.1,2.6,2.1,4.7,5.3
Optometrists,29-1041,Line item,44.4,46.3,1.9,4.3,1.9,1.0,2.9,0.9,0.5,1.3,1.5
Pharmacists,29-1051,Line item,321.7,311.2,-10.5,-3.3,2.1,1.8,3.9,6.6,5.6,12.2,11.2
Physician assistants,29-1071,Line item,125.5,164.8,39.3,31.3,1.5,3.7,5.2,2.2,5.3,7.5,11.4
Podiatrists,29-1081,Line item,10.5,10.6,0.0,0.2,2.1,2.9,5.0,0.2,0.3,0.5,0.5
Therapists,29-1120,Summary,790.7,937.2,146.5,18.5,2.2,2.4,4.6,18.6,21.0,39.6,54.3
Occupational therapists,29-1122,Line item,143.3,166.0,22.7,15.9,2.3,2.9,5.2,3.5,4.5,8.0,10.3
Physical therapists,29-1123,Line item,258.2,305.2,47.0,18.2,1.9,1.9,3.7,5.3,5.2,10.5,15.2
Radiation therapists,29-1124,Line item,18.5,19.9,1.3,7.1,2.0,2.7,4.7,0.4,0.5,0.9,1.0
Recreational therapists,29-1125,Line item,19.9,21.6,1.7,8.3,2.4,2.4,4.8,0.5,0.5,1.0,1.2
Respiratory therapists,29-1126,Line item,135.8,162.0,26.3,19.4,2.4,2.0,4.4,3.5,3.0,6.5,9.2
Speech-language pathologists,29-1127,Line item,162.6,203.1,40.5,24.9,2.2,3.1,5.3,4.0,5.6,9.6,13.7
Exercise physiologists,29-1128,Line item,19.8,22.1,2.2,11.3,2.7,2.8,5.5,0.6,0.6,1.2,1.4
"Therapists, all other",29-1129,Line item,32.6,37.4,4.8,14.6,2.7,2.8,5.5,0.9,1.0,1.9,2.4
Veterinarians,29-1131,Line item,89.2,103.4,14.2,15.9,1.6,1.5,3.2,1.6,1.4,3.0,4.5
Registered nurses,29-1141,Line item,"3,096.7","3,318.7",221.9,7.2,2.7,2.1,4.8,87.0,66.8,153.7,175.9
Nurse anesthetists,29-1151,Line item,44.9,51.0,6.2,13.7,1.8,3.0,4.8,0.9,1.4,2.3,2.9
Nurse midwives,29-1161,Line item,7.2,8.1,0.8,11.6,2.1,2.9,4.9,0.2,0.2,0.4,0.5
Nurse practitioners,29-1171,Line item,211.3,322.0,110.7,52.4,2.1,2.9,4.9,5.5,7.6,13.2,24.2
Audiologists,29-1181,Line item,13.8,15.6,1.8,13.3,2.4,2.1,4.5,0.3,0.3,0.7,0.8
Anesthesiologists,29-1211,Line item,33.8,34.0,0.2,0.5,1.6,1.1,2.7,0.5,0.4,0.9,0.9
Family medicine physicians,29-1215,Line item,119.3,126.6,7.3,6.1,1.6,1.1,2.7,2.0,1.3,3.3,4.0
General internal medicine physicians,29-1216,Line item,49.5,49.2,-0.3,-0.6,1.6,1.1,2.7,0.8,0.5,1.3,1.3
Obstetricians and gynecologists,29-1218,Line item,20.3,20.1,-0.3,-1.4,1.6,1.1,2.7,0.3,0.2,0.5,0.5
"Pediatricians, general",29-1221,Line item,32.5,32.0,-0.5,-1.6,1.6,1.1,2.7,0.5,0.3,0.9,0.8
Psychiatrists,29-1223,Line item,27.9,31.3,3.3,11.9,1.6,1.1,2.7,0.5,0.3,0.8,1.1
"Physicians, all other; and ophthalmologists, except pediatric",29-1228,Line item,429.5,447.9,18.5,4.3,1.6,1.1,2.7,7.1,4.7,11.8,13.6
"Surgeons, except ophthalmologists",29-1248,Line item,39.6,38.8,-0.9,-2.2,1.6,1.1,2.7,0.6,0.4,1.1,1.0
Miscellaneous healthcare diagnosing or treating practitioners,29-1290,Summary,276.0,289.1,13.2,4.8,3.7,2.0,5.7,10.5,5.6,16.1,17.4
